gene_name	mean_length	median_length	max_length	gene_synonyms
MORC2	5004.8	5161.0	6036	CMT2Z,ZCW3,ZCWCC1
TUG1	6973.375	7500.5	7653	LINC00080,NCRNA00080,TI-227H
RN7SL633P	297.0	297.0	297	
SMTN	3245.285714285714	3228.0	4491	
SELENOM	694.0	694.0	694	SELM,SEPM
INPP5J	2766.125	2576.0	3513	INPP5,PIB5PA,PIPP
LOC105372995	733.5	733.5	1281	
RPS15AP37	435.0	435.0	435	RPS15A_13_1746
PLA2G3	2514.0	2755.0	2921	GIII-SPLA2,sPLA2-III,SPLA2III
MIR3928	34.333333333333336	23.0	58	mir-3928
RNF185	3123.1666666666665	3118.0	3349	
LIMK2	3461.6666666666665	3667.0	3826	
RNU6-1128P	90.0	90.0	90	
PPP1R14BP1	979.0	979.0	979	PLCB3NP
PIK3IP1	2407.0	2407.0	2420	HGFL,hHGFL(S),TrIP
LOC105372997	2400.5	2400.5	2524	
RNA5SP496	109.0	109.0	109	RN5S496
PATZ1	3641.5	3793.5	3895	dJ400N23,MAZR,PATZ,RIAZ,ZBTB19,ZNF278,ZSG
PIK3IP1-AS1	422.0	422.0	422	
LINC01521	4397.0	4397.0	4397	
RNU6-338P	104.0	104.0	104	
DRG1	1665.0	1665.0	1665	NEDD3
EIF4ENIF1	5178.833333333333	5602.5	6358	4E-T,Clast4
RNU6-28P	104.0	104.0	104	RNU6-28
SFI1	4193.886363636364	4268.0	4539	hSfi1p,PISD,PPP1R139
H2AZP6	571.0	571.0	571	H2AFZP6
RPS18P14	539.0	539.0	539	RPS18_10_1747
PISD	2586.230769230769	2644.0	2887	DJ858B16,dJ858B16.2,PSD,PSDC,PSSC
MIR7109	36.0	22.0	65	hsa-mir-7109
PRR14L	10827.0	10827.0	10827	C22orf30
DEPDC5	4824.28125	5290.0	6554	DEP.5,FFEVF,FFEVF1
RN7SL20P	297.0	297.0	297	
RNU6-201P	61.0	61.0	61	
LOC105372998	1866.0	1866.0	1866	
C22orf24	1327.0	1327.0	1468	HSN44A4A
YWHAH	1751.0	1751.0	1751	YWHA1
LINC02558	499.0	499.0	499	
RN7SL305P	281.0	281.0	281	
RPS17P16	480.0	480.0	480	RPS17_8_1748
SLC5A1	3748.0	4779.0	4832	D22S675,NAGT,SGLT1
LOC105373000	1158.0	1158.0	1254	
AP1B1P1	827.0	827.0	827	ADTB1L1,dJ127L4.2
AP1B1P2	102.0	102.0	102	ADTB1L2,dJ127L4.3
C22orf42	1485.0	1534.0	1828	dJ90G24.6
RFPL2	2010.5833333333333	1748.0	2895	RNF79
SLC5A4-AS1	4825.0	4825.0	4825	
SLC5A4	2193.0	2186.0	2442	DJ90G24.4,SAAT1,SGLT3
CPSF1P1	3814.0	3814.0	3814	dJ90G24.5
LOC107985561	2085.5	2085.5	3642	
RFPL3	1254.3333333333333	1214.0	1488	RNF120
RFPL3S	1214.3333333333333	1208.0	1295	NCRNA00005,RFPL3-AS,RFPL3-AS1,RFPL3ANT,RFPL3AS
LOC339666	1558.0	1558.0	1558	
IGLCOR22-2	454.0	454.0	454	IGLC/OR22-2
LOC100422292	649.0	649.0	649	
RTCB	2019.0	2019.0	2019	C22orf28,DJ149A16.6,FAAP,HSPC117
BPIFC	2046.6666666666667	2013.5	2162	BPIL2
FBXO7	1931.8	1910.0	2060	FBX,FBX07,FBX7,PARK15,PKPS
SYN3	6191.285714285715	7735.0	8097	
LL22NC03-104C7.1	2325.5	2325.5	3008	
LOC105373003	1510.0	1510.0	1510	
LOC107985545	3485.0	3485.0	3485	
RNA5SP497	97.0	97.0	97	RN5S497
LOC105373002	3073.0	3073.0	3073	
TIMP3	5486.0	5486.0	5486	HSMRK222,K222,K222TA2,SFD
LINC01640	550.0	550.0	550	
LARGE1	3918.0833333333335	4319.5	4751	LARGE,MDC1D,MDDGA6,MDDGB6
MIR4764	43.666666666666664	22.0	88	
LOC105373007	1321.0	1321.0	1321	
SNORA50B	135.0	135.0	135	
LARGE-AS1	1913.5	1913.5	2747	
LOC107985565	631.0	631.0	631	
LINC01643	1600.909090909091	1544.0	2133	
LL22NC03-13G6.2	1493.0	1493.0	1493	
LOC105373012	589.0	589.0	703	
LOC441996	2548.0	2548.0	2548	
LOC105373013	566.0	566.0	566	
ISX-AS1	2990.0	2990.0	2990	
LOC105373014	419.0	419.0	419	
LOC105373016	1692.6666666666667	1691.0	1761	
LOC105373015	220.0	220.0	220	
ISX	3073.0	3073.0	3073	Pix-1,RAXLX
LINC01399	648.0	648.0	648	
COX7BP1	627.0	627.0	627	bK714B7.1
LOC105373017	503.4	421.0	1006	
RNU7-167P	62.0	62.0	62	
HMGXB4	4318.166666666667	4178.5	4792	HMG2L1,HMGBCG,THC211630
TOM1	2298.8	2292.5	2392	
MIR3909	70.5	70.5	119	mir-3909
MIR6069	50.0	50.0	79	hsa-mir-6069
HMOX1	1554.0	1554.0	1554	bK286B10,HMOX1D,HO-1,HSP32
MCM5	3142.0	3142.0	3458	CDC46,MGORS8,P1-CDC46
LOC100131536	1967.0	1967.0	1967	
RASD2	3913.4	3808.0	5586	Rhes,TEM2
LOC107985590	2067.0	2067.0	2067	
MB	1112.75	1111.5	1170	myoglobgin,PVALB
LOC284912	836.3333333333334	884.0	1051	
APOL6	10189.5	10189.5	10314	APOL-VI,APOLVI
MRPS16P3	410.0	410.0	410	
APOL5	2319.3333333333335	2698.0	2822	APOL-V,APOLV
RBFOX2	6917.282608695652	6881.5	9380	dJ106I20.3,Fox-2,FOX2,fxh,HNRBP2,HRNBP2,RBM9,RTA
RPL41P3	423.0	423.0	423	
NDUFA9P1	1286.0	1286.0	1286	dJ106I20.2
LOC102723507	4099.7	4830.0	5698	
APOL3	2505.6	2270.0	3633	apoL-III,APOLIII,CG121,CG12_1
MTCO1P20	358.0	358.0	358	
MTCO2P20	1015.0	1015.0	1015	
MTATP6P20	562.0	562.0	562	
MTCO3P20	688.0	688.0	688	
MTCYBP34	670.0	670.0	670	
MTND1P10	203.0	203.0	203	
APOL4	2820.3333333333335	3228.0	3417	APOL-IV,APOLIV
APOL2	2812.75	2623.0	3352	APOL-II,APOL3
APOL1	2872.0	2855.5	3017	APO-L,APOL,APOL-I,FSGS4
LOC112268296	919.0	919.0	919	
MYH9	7554.0	7554.0	7554	BDPLT6,DFNA17,EPSTS,FTNS,MATINS,MHA,NMHC-II-A,NMMHC-IIA,NMMHCA
MIR6819	34.666666666666664	22.0	61	hsa-mir-6819
LOC105377199	1205.6666666666667	1009.0	1793	
RPS15AP38	499.0	499.0	499	RPS15A_25_1749
LOC105373018	957.0	957.0	957	
TXN2	1447.0	1401.5	1731	COXPD29,MT-TRX,MTRX,TRX2,TXN
FOXRED2	4819.5	4819.5	5003	ERFAD
LOC105373020	381.0	381.0	381	
LOC105373019	682.0	682.0	682	
EIF3D	1911.0	1911.0	1942	eIF3-p66,eIF3-zeta,EIF3S7
LOC100500719	1148.0	1148.0	1148	
CACNG2	2872.5	2872.5	4736	MRD10
LOC105373021	556.0	556.0	556	
IFT27	1160.4	1070.0	2058	BBS19,RABL4,RAYL
PVALB	573.0	573.0	596	D22S749
NCF4-AS1	997.0	997.0	997	
NCF4	1593.6666666666667	1643.0	1760	CGD3,NCF,P40PHOX,SH3PXD4
LOC105373022	949.0	949.0	949	
CSF2RB	4335.4	4935.0	4971	betaGMR,CD131,CDw131,IL3RB,IL5RB,SMDP5
LOC105373023	698.0	698.0	698	
CSF2RBP1	3195.0	3195.0	3195	CSF2RB2,fF45C1.2
LL22NC01-81G9.3	992.0	992.0	992	
TEX33	1088.5	1048.5	1257	C22orf33,cE81G9.2,EAN57
TST	1115.0	1115.0	1125	RDS
MPST	1336.1666666666667	1368.0	1536	MST,TST2,TUM1
LOC112268295	2233.0	2233.0	2233	
KCTD17	1782.0833333333333	1736.0	2140	
RN7SKP214	240.0	240.0	240	
TMPRSS6	3179.3333333333335	3194.0	3331	IRIDA
IL2RB	4049.0	4041.0	4072	CD122,IL15RB,IMD63,P70-75
C1QTNF6	4471.454545454545	5079.0	6361	CTFP6,CTRP6,ZACRP6
SSTR3	4437.0	4256.0	5710	SS-3-R,SS3-R,SS3R,SSR-28
RPL39P41	390.0	390.0	390	RPL39_22_1750
RAC2	1103.5	1103.5	1472	EN-7,Gx,HSPC022,p21-Rac2
LOC107985576	1095.0	1095.0	1095	
CYTH4	3086.5	3086.5	3096	CYT4,cytohesin-4,DJ63G5.1,PSCD4
LOC105373024	857.75	849.5	1299	
ELFN2	4486.0	4486.0	8370	LRRC62,PPP1R29
LOC100506271	1965.0	1965.0	1965	
MFNG	2043.6666666666667	2034.0	2073	
CARD10	4111.0	4111.0	4111	BIMP1,CARMA3
CDC42EP1	2148.0	2148.0	2148	BORG5,CEP1,MSE55
LGALS2	596.0	596.0	596	HL14
GGA1	3216.15	3035.5	5148	
SH3BP1	2332.0	2332.0	2660	ARHGAP43
LOC101927051	1945.0	1945.0	1945	
PDXP	2012.0	2012.0	2012	CIN,dJ37E16.5,PLP
RN7SL385P	276.0	276.0	276	
LGALS1	528.0	528.0	528	GAL1,GBP
NOL12	2830.0	2830.0	2830	dJ37E16.7,Nop25
TRIOBP	5517.0	4739.0	10085	DFNB28,dJ37E16.4,HRIHFB2122,TAP68,TARA
LOC102724378	916.0	916.0	924	
H1-0	2330.0	2330.0	2330	H1.0,H10,H1F0,H1FV
GCAT	1592.25	1563.0	1819	KBL
GALR3	1147.0	1147.0	1147	
ANKRD54	2251.5625	2192.5	2753	LIAR
MIR658	62.5	62.5	100	hsa-mir-658,MIRN658
MIR659	47.0	22.0	97	hsa-mir-659,mir-659,MIRN659
EIF3L	2359.2	2525.0	2669	EIF3EIP,EIF3S11,EIF3S6IP,HSPC021,HSPC025,MSTP005
RNU6-900P	102.0	102.0	102	
MICALL1	3811.6666666666665	3909.0	4710	MICAL-L1,MIRAB13
C22orf23	1652.3333333333333	1619.5	1942	dJ1039K5.6,EVG1
POLR2F	1722.1666666666667	1729.5	2168	HRBP14.4,POLRF,RPABC14.4,RPABC2,RPB14.4,RPB6,RPC15
MIR6820	34.333333333333336	22.0	62	hsa-mir-6820
SOX10	2885.0	2885.0	2885	DOM,PCWH,WS2E,WS4,WS4C
MIR4534	38.5	38.5	60	
PICK1	2339.625	2155.5	3457	PICK,PRKCABP
SLC16A8	1923.5	1923.5	1951	MCT3,REMP
LOC105373027	932.0	1200.0	1368	
BAIAP2L2	2048.7272727272725	2146.0	2427	
PLA2G6	3148.777777777778	3137.0	3310	CaI-PLA2,GVI,INAD1,iPLA2,IPLA2-VIA,iPLA2beta,NBIA2,NBIA2A,NBIA2B,PARK14,PLA2,PNPLA9
MAFF	2359.25	2373.5	2466	hMafF,U-MAF
TMEM184B	3596.294117647059	3626.0	3724	C22orf5,FM08,HS5O6A,HSPC256
SNORA92	242.0	242.0	242	
RN7SL704P	280.0	280.0	280	
TPTEP2-CSNK1E	3390.0	3390.0	3390	LOC400927-CSNK1E
CSNK1E	2729.5	2729.5	2817	CKIe,CKIepsilon,HCKIE
TPTEP2	494.0	494.0	494	Z98749.2
LOC105373030	896.5	896.5	934	
LOC101927183	353.0	353.0	353	
KCNJ4	1984.0	1984.0	2065	HIR,HIRK2,HRK1,IRK-3,IRK3,Kir2.3
LOC105373029	1112.0	1112.0	1332	
KDELR3	1320.5	1320.5	1694	ERD2L3
DDX17	4764.0	4764.0	4767	P72,RH70
DMC1	1540.7777777777778	1399.0	2269	dJ199H16.1,DMC1H,LIM15
LOC105373031	701.0	701.0	701	
RPS29P31	501.0	501.0	501	
FAM227A	3709.5625	2947.0	10127	
CBY1	1201.0	1201.0	1271	arb1,C22orf2,CBY,Chibby1,HS508I15A,PGEA1,PIGEA-14,PIGEA14
TOMM22	2031.0	2031.0	2031	1C9-2,MST065,MSTP065,TOM22
JOSD1	4105.25	3744.5	5293	dJ508I15.2
GTPBP1	4003.3333333333335	3765.0	6176	GP-1,GP1,HSPC018
PRDX3P1	979.0	979.0	979	
SUN2	3875.1	3895.5	4023	UNC84B
DNAL4	1474.0	1474.0	1474	MRMV3,PIG27
NPTXR	5830.0	5830.0	5830	NPR
CBX6	6025.0	6025.0	6052	
LOC105373032	2507.0	2507.0	3439	
APOBEC3A	1331.0	1331.0	1358	A3A,ARP3,bK150C2.1,PHRBN
LOC105373033	5007.0	4820.0	5516	
LOC107985562	983.0	983.0	983	
APOBEC3B	1552.5	1552.5	1590	A3B,APOBEC1L,ARCD3,ARP4,bK150C2.2,DJ742C19.2,PHRBNL
APOBEC3B-AS1	702.0	702.0	702	
APOBEC3C	2766.0	2766.0	2888	A3C,APOBEC1L,ARDC2,ARDC4,ARP5,bK150C2.3,PBI
APOBEC3F	3539.285714285714	4301.0	4665	A3F,ARP8,BK150C2.4.MRNA,KA6
APOBEC3D	2377.4	2495.0	2652	A3D,APOBEC3DE,APOBEC3E,ARP6
LOC107985563	1382.0	1382.0	1382	
APOBEC3G	1901.7142857142858	1886.0	2299	A3G,ARCD,ARP-9,ARP9,bK150C2.7,CEM-15,CEM15,dJ494G10.1,MDS019
LOC101927202	1370.0	1356.0	1547	
APOBEC3H	1049.2857142857142	1123.0	1185	A3H,ARP-10,ARP10
COX5BP7	361.0	361.0	361	COX5BL7
CBX7	4017.0	4108.0	4111	
FUNDC2P4	757.0	757.0	757	
PDGFB	3214.5	3214.5	3728	c-sis,IBGC5,PDGF-2,PDGF2,SIS,SSV
RPL3	1222.5	1222.5	1296	ASC-1,L3,TARBP-B
SNORD83B	93.0	93.0	93	RNU83B,U83B
SNORD83A	95.0	95.0	95	RNU83A,U83A
SNORD139	55.0	55.0	55	RNU86,U82,U86
SNORD43	62.0	62.0	62	RNU43,U43
SYNGR1	2341.0	1337.0	4383	
TAB1	2585.5	2585.5	3198	3'-Tab1,MAP3K7IP1
LOC100506472	3566.0	3566.0	3566	
MGAT3	5182.5	5182.5	5394	GNT-III,GNT3
MGAT3-AS1	498.0	498.0	498	TapSAKI
MIEF1	5178.875	5772.0	5957	AltMIEF1,dJ1104E15.3,HSU79252,MID51,MIEF1-MP,SMCR7L
LOC105373035	512.5	512.5	541	
ATF4	3520.3333333333335	2027.0	7114	CREB-2,CREB2,TAXREB67,TXREB
RPS19BP1	865.5	865.5	911	AROS,S19BP
CACNA1I	11938.0	13239.0	13278	ca(v)3.3,Cav3.3
ENTHD1	2288.8888888888887	2495.0	3305	CACNA1I,dJ370M22.3
LOC100132621	2308.0	2308.0	2308	
RN7SKP210	261.0	261.0	261	
UQCRFS1P1	1013.0	1013.0	1013	UQCRFSL1
GRAP2	3683.5	3671.5	3894	GADS,GRAP-2,GRB2L,GRBLG,GrbX,Grf40,GRID,GRPL,Mona,P38
FAM83F	15561.0	15561.0	15561	
LOC114841040	1401.0	1401.0	1401	
TNRC6B	17396.333333333332	17950.0	18280	
RPL7P52	834.0	834.0	834	RPL7_21_1751
ADSL	2274.705882352941	1761.0	4359	AMPS,ASASE,ASL
SGSM3	2874.1627906976746	2902.0	3102	CIP85,MAP,RabGAP-5,RABGAP5,rabGAPLP,RUSC3,RUTBC3
LOC107985538	1822.0	1822.0	1933	
MRTFA	4346.0	4372.0	4532	BSAC,MAL,MKL,MKL1,MRTF-A
MRTFA-AS1	1932.0	1932.0	1932	
LOC105373037	1666.6666666666667	1610.0	2253	
COX6B1P3	493.0	493.0	493	COX6BP-3,COX6BP3
RPL4P6	1409.0	1409.0	1409	RPL4_4_1752
LOC105373038	1817.0	1817.0	1817	
GAPDHP37	1234.0	1234.0	1234	
MCHR1	2423.0	2423.0	2423	GPR24,MCH-1R,MCH1R,SLC-1,SLC1
SLC25A17	2214.8571428571427	2169.0	2591	PMP34
LOC100313968	1722.0	1722.0	1722	
JTBP1	247.0	247.0	247	
MIR4766	39.333333333333336	21.0	76	mir-4766
ST13	3381.5	3381.5	3551	AAG2,FAM10A1,FAM10A4,HIP,HOP,HSPABP,HSPABP1,P48,PRO0786,SNC6
XPNPEP3	4691.5	4691.5	7938	APP3,ICP55,NPHPL1
DNAJB7	2565.0	2565.0	2565	DJ5,HSC3
RNU6-379P	104.0	104.0	104	
RBX1	1169.0	1169.0	1169	BA554C12.1,RNF75,ROC1
RPS9P2	713.0	713.0	713	bA12M9.1,RPS9_3_1753
SNORD140	120.0	120.0	120	
LOC391334	631.0	631.0	631	
MIR1281	35.5	35.5	54	hsa-mir-1281,MIRN1281
EP300	8740.0	8740.0	8779	KAT3B,MKHK2,p300,RSTS2
RNU6-375P	100.0	100.0	100	
EP300-AS1	1378.0	1378.0	1378	
LRRC37A14P	462.0	462.0	462	
LOC646927	456.0	456.0	456	
L3MBTL2	3230.0	3249.5	3803	H-l(3)mbt-l,L3MBT
L3MBTL2-AS1	2500.0	2500.0	2500	
CHADL	2862.5	2862.5	3195	SLRR4B
RANGAP1	3767.3333333333335	3600.0	5247	Fug1,RANGAP,SD
MIR6889	34.0	23.0	59	hsa-mir-6889
ZC3H7B	5560.666666666667	5806.0	5906	RoXaN,ROXAN1
TEF	4385.5	4385.5	4390	
LOC100996598	627.0	627.0	627	
LOC105373042	700.5	700.5	731	
RNU6-495P	107.0	107.0	107	
TOB2	5510.25	5425.0	6854	APRO5,TOB4,TOBL,TROB2
LOC105373043	955.0	955.0	955	
PHF5A	1053.0	1053.0	1053	bK223H9.2,INI,Rds3,SAP14b,SF3b14b,SF3B7
ACO2	2923.3333333333335	2991.0	3045	ACONM,HEL-S-284,ICRD,OCA8,OPA9
POLR3H	3310.375	4177.5	4468	RPC22.9,RPC8
LOC105373044	344.0	344.0	344	
CSDC2	2530.0	2530.0	2530	dJ347H13.2,PIPPIN
PMM1	1241.7142857142858	1242.0	1392	PMM 1,PMMH-22,Sec53
DESI1	2142.3333333333335	1547.0	3780	D15Wsu75e,DeSI-1,DESI2,DJ347H13.4,FAM152B,POST,PPPDE2
XRCC6	2114.0	2135.0	2187	CTC75,CTCBF,G22P1,KU70,ML8,TLAA
SNU13	1395.0	1458.0	1690	15.5K,FA-1,FA1,NHP2L1,NHPX,OTK27,SNRNP15-5,SPAG12,SSFA1
LOC107985567	3283.0	3283.0	3283	
RNU6-476P	107.0	107.0	107	
C22orf46	5016.0	5016.0	5016	
MEI1	3611.757575757576	3806.0	4624	HYDM3,SPATA38
HMGN2P10	561.0	561.0	561	bK216E10,HMG17L2,HMGN2L10
RNU6ATAC22P	89.0	89.0	89	
CCDC134	3180.0	1270.0	7282	
SREBF2-AS1	2989.0	2989.0	2989	821D11.7,RP5
SREBF2	4173.777777777777	3767.0	5757	bHLHd2,SREBP-2,SREBP2
MIR33A	37.333333333333336	22.0	69	hsa-mir-33,hsa-mir-33a,miR-33,mir-33a,MIR33,MIRN33,MIRN33A,miRNA33A
SHISA8	3338.4	2108.0	5575	C22orf17,Orf26
MIR378I	48.5	48.5	76	
TNFRSF13C	934.0	934.0	934	BAFF-R,BAFFR,BROMIX,CD268,CVID4,prolixin
CENPM	891.625	906.0	1164	C22orf18,CENP-M,PANE1
LINC00634	1506.0	1506.0	1506	BK250D10.8
SEPTIN3	3784.3333333333335	4079.0	4656	bK250D10.3,SEP3,SEPT3
WBP2NL	4523.625	5098.5	6452	GRAMD7,PAWP
SLC25A5P1	1601.0	1601.0	1601	ANTP3,bK250D10.4
NAGA	3454.3333333333335	3337.0	3696	D22S674,GALB
LOC107985551	263.0	263.0	263	
PHETA2	2402.5	2402.5	2470	FAM109B,IPIP27B,Ses2
SNORD13P1	103.0	103.0	103	RNU13P1,U13,U13.32A
SMDT1	1292.0	1497.5	1562	C22orf32,DDDD,EMRE
NDUFA6	1072.0	1072.0	1072	B14,CI-B14,LYRM6,MC1DN33,NADHB14
NDUFA6-DT	1658.0	1658.0	1658	NDUFA6-AS1
OLA1P1	1685.0	1685.0	1685	
LOC105373047	463.0	463.0	463	
CYP2D6	1511.5	1511.5	1588	CPD6,CYP2D,CYP2D7AP,CYP2D7BP,CYP2D7P2,CYP2D8P2,CYP2DL1,CYPIID6,P450-DB1,P450C2D,P450DB1
LOC112268294	307.0	307.0	307	
LOC102723722	881.0	881.0	881	
CYP2D7	2253.6666666666665	2272.0	2273	CYP2D,CYP2D6,CYP2D7AP,CYP2D7P,CYP2D7P1,CYP2D@,P450C2D,P450DB1,RNA40057
LOC105377203	691.0	691.0	691	
CYP2D8P	5134.0	5134.0	5134	CYP2D8P1,CYP2DP1
TCF20	7620.0	7481.0	8573	AR1,DDVIBA,SPBP,TCF-20
OGFRP1	1242.0	1242.0	1242	
LINC01315	845.3333333333334	820.0	1239	C22orf32-1,lnc-C22orf32-1
NFAM1	5725.333333333333	5613.0	6063	CNAIP
LOC101927344	1288.0	1201.5	1814	
SERHL	1357.0	1357.0	1357	BK126B4.1,BK126B4.2,dJ222E13.1,HS126B42
LOC101927372	1511.0	1511.0	1511	
RRP7A	5419.0	5419.0	5419	BK126B4.3,CGI-96,Rrp7
SERHL2	1378.6666666666667	1337.0	2016	dJ222E13.1
RN7SKP80	268.0	268.0	268	
RNU6-513P	104.0	104.0	104	
RRP7BP	2332.0	2332.0	2332	dJ222E13.2,RRP7B
POLDIP3	2979.714285714286	3295.0	3492	PDIP3,PDIP46,SKAR
RNU12	149.0	149.0	149	dJ222E13.7,RNU12-1,RNU12L,RNU12P
CYB5R3	3010.2	2983.0	3167	B5R,DIA1
ATP5MGL	799.0	799.0	799	ATP5K2,ATP5L2
A4GALT	2022.2727272727273	2118.0	2443	A14GALT,A4GALT1,Gb3S,P(k),P1,P1PK,PK
RPL5P34	1026.0	1026.0	1026	RPL5_15_1754
GOLGA2P4	108.0	108.0	108	
DNM1P18	1173.0	1173.0	1173	DNM1DN18
LOC100422416	1893.0	1893.0	1893	
ARFGAP3	2638.0	2596.0	2728	ARFGAP1
LOC692246	859.0	859.0	859	
PACSIN2	3195.5	3209.5	3340	SDPII
LOC101927393	1360.5	1360.5	1633	
LOC107985550	1285.0	1285.0	1285	
LOC100506679	2083.0	2083.0	2083	
TTLL1	1694.875	1664.5	1877	C22orf7,HS323M22B
RPS25P10	446.0	446.0	446	RPS25_3_1755
BIK	951.0	951.0	951	BIP1,BP4,NBK
MCAT	1692.0	1858.0	2057	fabD,FASN2C,MCT,MCT1,MT,NET62
TSPO	880.5	910.5	1076	BPBS,BZRP,DBI,IBP,MBR,mDRC,PBR,PBS,pk18,PKBS,PTBR
TTLL12	3386.0	3386.0	3386	dJ526I14.2
SCUBE1	9795.0	9795.0	9795	
LOC105373051	531.0	531.0	531	
LOC101927447	1964.0	1964.0	1964	
LOC105373053	504.3333333333333	443.0	630	
LINC01639	951.0	951.0	951	
MPPED1	3131.0	3131.0	3436	239AB,C22orf1,FAM1A
EFCAB6-AS1	1997.0	1997.0	1997	
EFCAB6	5059.541666666667	5407.5	6125	dJ185D5.1,DJBP,HSCBCIP1
LOC101927474	1541.0	1541.0	1541	
YWHAQP2	1018.0	1018.0	1018	
LOC100419506	708.0	708.0	708	
HMGN2P9	999.0	999.0	999	dJ388M5,dJ388M5.2,HMG17L1,HMGN2L9
LOC107985564	656.0	656.0	656	
LOC105373058	4797.5	4795.0	4961	
SULT4A1	2095.8571428571427	2407.0	2524	BR-STL-1,BRSTL1,DJ388M5.3,hBR-STL-1,NST,SULTX3
LOC105373057	2741.0	2741.0	2741	
PNPLA5	2440.6666666666665	2540.0	2584	dJ388M5,dJ388M5.4,GS2L
PNPLA3	2753.0	2753.0	2753	ADPN,C22orf20,iPLA(2)epsilon
SAMM50	1692.0	1692.0	1692	CGI-51,OMP85,SAM50,TOB55,TRG-3,YNL026W
RPL35AP36	427.0	427.0	427	RPL35A_20_1756
PARVB	1703.111111111111	1634.0	1908	CGI-56
LOC107987326	2431.0	2431.0	2431	
PARVG	2983.6666666666665	3065.0	4201	
LOC107985570	892.0	892.0	892	
LOC107985571	1098.0	1098.0	1098	
SHISAL1	6852.0	6852.0	6853	KIAA1644
LOC101927499	781.0	781.0	781	
LINC01656	630.0	630.0	630	
MRPS18CP6	235.0	235.0	235	
RTL6	5419.0	5419.0	5419	dJ1033E15.2,LDOC1L,Mar6,Mart6,SIRH3
LOC105373059	459.0	459.0	459	
KRT18P23	1383.0	1383.0	1383	
LINC00207	753.3333333333334	755.0	786	NCRNA00207
LINC00229	826.0	826.0	826	C22orf10,dJ474I12.C22.2,NCRNA00229
LOC105373060	319.0	319.0	319	
ANP32BP2	708.0	708.0	708	
PRR5	1893.3333333333333	1857.5	2279	FLJ20185k,PP610,PROTOR-1,PROTOR1
PRR5-ARHGAP8	2161.0	2161.0	2161	
ARHGAP8	1628.3333333333333	1632.0	1725	BPGAP1,PP610
LOC105373062	730.5	730.5	775	
PHF21B	3404.0	3540.0	3976	BHC80L,PHF4
RPL6P28	880.0	880.0	880	RPL6_16_1757
LOC105373063	5097.0	5097.0	5097	
LOC101927551	1633.0	1633.0	1633	
NUP50-DT	1325.5	1325.5	1338	NUP50-AS1
NUP50	5111.6	5118.0	5370	NPAP60,NPAP60L
LOC112267891	806.0	806.0	806	
LOC105373064	1058.0	1058.0	1058	
KIAA0930	6251.75	6252.5	6287	C22orf9,LSC3
MIR1249	37.333333333333336	24.0	66	hsa-mir-1249,MIRN1249
RPS10P31	575.0	575.0	575	RPS10_16_1758
UPK3A	902.5	902.5	1084	UP3A,UPIII,UPIIIA,UPK3
FAM118A	2889.5789473684213	2891.5	5561	C22orf8
SMC1B	4025.2	4112.0	4233	SMC1BETA,SMC1L2
RIBC2	1265.5	1322.5	1490	C22orf11,TRIB
LOC107985537	816.0	816.0	816	
LOC105373066	476.0	476.0	509	
FBLN1	2555.0	2532.5	2904	FBLN,FIBL1
LINC01589	574.0	574.0	574	TCONS_00029353
RNU6-1161P	102.0	102.0	102	
LOC105373069	831.6666666666666	809.0	945	
LOC105373067	4191.0	4191.0	4191	
LOC105373068	953.0	953.0	953	
ATXN10	3216.0	3216.0	3294	E46L,HUMEEP,SCA10
MIR4762	39.333333333333336	22.0	75	
LOC100113375	1715.0	1715.0	1715	
LOC107985535	1625.0	1625.0	1625	
LOC105373071	1663.5	1663.5	2431	
WNT7B	3815.5	3815.5	3948	
LOC730668	4162.0	4162.0	4162	
LINC00899	1610.0	1610.0	1610	
PRR34-AS1	1635.0	1635.0	1635	
LOC642648	3604.0	3604.0	3604	
MIRLET7BHG	4641.5	4641.5	4717	linc-Ppara
MIR3619	42.333333333333336	22.0	83	
LOC112268288	4213.0	4213.0	4213	
MIRLET7A3	39.0	22.0	74	let-7a-3,LET7A3,MIRNLET7A3
MIR4763	45.666666666666664	24.0	92	
MIRLET7B	42.333333333333336	22.0	83	hsa-let-7b,let-7b,LET7B,MIRNLET7B
PPARA	4820.8421052631575	3343.0	10375	hPPAR,NR1C1,PPAR,PPARalpha
LOC105373074	535.0	535.0	535	
CDPF1	1404.6	1489.0	1980	C22orf40
PKDREJ	7681.0	7681.0	7681	
TTC38	2747.1111111111113	2738.0	4363	LL22NC03-5H6.5
GTSE1	4744.75	4873.0	6250	B99
GTSE1-DT	1518.0	1518.0	1518	CN5H6.4,GTSE1-AS1,LL22NC03-5H6.6
TRMU	1766.4705882352941	1564.0	4464	LCAL3,MTO2,MTU1,TRMT,TRMT1
CELSR1	9158.0	7733.0	11839	ADGRC1,CDHF9,FMI2,HFMI2,ME2
LOC107985557	2130.0	2130.0	2130	
LOC105373075	1100.0	1100.0	1100	
GRAMD4	3780.1111111111113	4384.0	4500	DIP
CERK	4342.0	4342.0	4442	dA59H18.2,dA59H18.3,hCERK,LK4
LOC105373077	1446.0	1446.0	1446	
LOC107985566	1803.0	1803.0	1803	
TBC1D22A	3164.5833333333335	3677.0	4243	C22orf4,HSC79E021
TBC1D22A-AS1	1951.0	1951.0	1951	
LOC105369161	11330.0	11330.0	11330	
LPEQ6126	2043.0	2043.0	2043	
